,GEOID,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3,OBJECTID
16468,15000US060730083073,1043,255,850,157,744,152,19,30,0,12,78,71,0,12,0,12,9,14,0,12,9,14,193,211,71,77,0,12,0,12,0,12,0,12,46,55,76,127,76,127,0,12,1043,255,850,157,193,211,16471
16469,15000US060730083101,1358,354,960,274,799,271,2,4,0,12,121,76,0,12,0,12,38,45,0,12,38,45,398,274,275,216,0,12,0,12,67,103,0,12,36,51,20,31,0,12,20,31,1358,354,960,274,398,274,16472
16470,15000US060730083102,1957,463,1886,453,1542,327,226,358,0,12,118,135,0,12,0,12,0,12,0,12,0,12,71,89,71,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1957,463,1886,453,71,89,16473
16471,15000US060730083103,2727,467,2446,464,2253,456,0,12,0,12,80,71,0,12,10,18,103,81,22,35,81,73,281,191,129,114,0,12,0,12,46,70,0,12,106,160,0,12,0,12,0,12,2727,467,2446,464,281,191,16474
16472,15000US060730083111,1777,255,1582,236,1223,225,3,7,11,17,217,146,2,7,47,63,79,88,0,12,79,88,195,124,186,120,0,12,0,12,0,12,0,12,0,12,9,15,9,15,0,12,1777,255,1582,236,195,124,16475
16473,15000US060730083112,1328,340,1328,340,1210,335,0,12,0,12,82,79,0,12,0,12,36,39,0,12,36,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1328,340,1328,340,0,12,16476
16474,15000US060730083121,619,182,605,179,552,184,0,12,0,12,42,45,0,12,0,12,11,18,0,12,11,18,14,21,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,619,182,605,179,14,21,16477
16475,15000US060730083122,1267,219,1117,210,967,201,16,25,0,12,61,48,0,12,54,84,19,28,0,12,19,28,150,86,150,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1267,219,1117,210,150,86,16478
16476,15000US060730083123,561,175,480,156,442,152,0,12,0,12,29,27,0,12,0,12,9,13,0,12,9,13,81,66,62,60,0,12,0,12,0,12,0,12,19,29,0,12,0,12,0,12,561,175,480,156,81,66,16479
16477,15000US060730083124,1254,265,1197,265,1108,226,0,12,0,12,81,84,0,12,0,12,8,25,0,12,8,25,57,46,50,44,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,1254,265,1197,265,57,46,16480
16478,15000US060730083131,980,164,877,136,720,120,0,12,0,12,125,120,0,12,0,12,32,35,0,12,32,35,103,72,70,69,0,12,0,12,0,12,0,12,33,23,0,12,0,12,0,12,980,164,877,136,103,72,16481
16479,15000US060730083132,1176,173,1070,178,921,170,0,12,0,12,137,77,0,12,0,12,12,18,0,12,12,18,106,68,78,54,0,12,0,12,0,12,0,12,22,33,6,10,0,12,6,10,1176,173,1070,178,106,68,16482
16480,15000US060730083241,2699,386,2566,391,2106,360,0,12,0,12,288,152,0,12,0,12,172,135,0,12,172,135,133,103,87,88,0,12,0,12,0,12,0,12,46,54,0,12,0,12,0,12,2699,386,2566,391,133,103,16483
16481,15000US060730083242,2431,434,2338,438,1962,394,15,24,0,12,338,275,0,12,0,12,23,41,0,12,23,41,93,61,78,64,0,12,0,12,0,12,0,12,0,12,15,24,0,12,15,24,2431,434,2338,438,93,61,16484
16482,15000US060730083243,552,131,552,131,329,111,0,12,0,12,150,99,20,31,0,12,53,50,0,12,53,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,552,131,552,131,0,12,16485
16483,15000US060730083244,1203,336,984,286,913,277,19,29,0,12,39,48,0,12,0,12,13,21,13,21,0,12,219,243,200,243,0,12,0,12,0,12,0,12,19,30,0,12,0,12,0,12,1203,336,984,286,219,243,16486
16484,15000US060730083271,2309,431,2086,436,1485,433,18,29,0,12,493,222,0,12,0,12,90,67,0,12,90,67,223,130,204,128,0,12,0,12,0,12,0,12,19,30,0,12,0,12,0,12,2309,431,2086,436,223,130,16487
16485,15000US060730083272,2554,491,2410,487,1800,475,17,28,0,12,519,221,0,12,17,27,57,45,0,12,57,45,144,151,144,151,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2554,491,2410,487,144,151,16488
16486,15000US060730083273,1134,282,1074,288,848,262,128,202,0,12,73,75,0,12,0,12,25,41,0,12,25,41,60,79,60,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1134,282,1074,288,60,79,16489
16487,15000US060730083281,5795,415,5439,405,3101,360,136,223,0,17,1883,302,0,17,21,31,298,137,20,29,278,134,356,130,317,150,0,17,0,17,0,17,0,17,39,46,0,17,0,17,0,17,5795,415,5439,405,356,130,16490
16488,15000US060730083291,3291,533,2955,481,1886,407,29,49,0,12,930,401,0,12,0,12,110,103,0,12,110,103,336,229,167,127,99,165,0,12,0,12,0,12,30,49,40,62,0,12,40,62,3291,533,2955,481,336,229,16491
16489,15000US060730083292,1541,312,1381,295,1065,263,0,12,0,12,260,191,0,12,0,12,56,51,0,12,56,51,160,111,83,64,21,36,0,12,0,12,0,12,8,14,48,89,16,30,32,81,1541,312,1381,295,160,111,16492
16490,15000US060730083293,1733,431,1610,385,1284,298,0,12,0,12,147,98,0,12,0,12,179,174,0,12,179,174,123,109,123,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1733,431,1610,385,123,109,16493
16491,15000US060730083301,2598,504,2511,506,1644,323,401,499,0,12,466,233,0,12,0,12,0,12,0,12,0,12,87,109,87,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2598,504,2511,506,87,109,16494
16492,15000US060730083302,3261,417,2864,451,1386,369,72,87,0,12,1331,518,0,12,0,12,75,72,0,12,75,72,397,167,383,165,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,3261,417,2864,451,397,167,16495
16493,15000US060730083311,2459,156,2311,171,1709,162,18,20,0,12,405,116,0,12,0,12,179,82,0,12,179,82,148,71,133,71,0,12,0,12,0,12,0,12,15,15,0,12,0,12,0,12,2459,156,2311,171,148,71,16496
16494,15000US060730083331,7543,1181,7290,1142,3410,622,63,103,0,17,2959,1007,0,17,127,207,731,443,0,17,731,443,253,237,253,237,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7543,1181,7290,1142,253,237,16497
16495,15000US060730083332,8006,972,7212,899,4451,757,155,197,0,17,2153,709,0,17,16,28,437,268,0,17,437,268,794,541,794,541,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8006,972,7212,899,794,541,16498
16496,15000US060730083351,916,313,909,314,670,298,58,91,70,106,111,82,0,12,0,12,0,12,0,12,0,12,7,13,7,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,916,313,909,314,7,13,16499
16497,15000US060730083352,787,355,647,307,408,319,0,12,0,12,239,135,0,12,0,12,0,12,0,12,0,12,140,163,140,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,787,355,647,307,140,163,16500
16498,15000US060730083353,8253,698,7456,697,3914,517,235,175,0,17,3197,484,13,22,0,17,97,72,0,17,97,72,797,279,499,190,139,224,0,17,20,33,14,24,42,65,83,113,9,17,74,114,8253,698,7456,697,797,279,16501
16499,15000US060730083361,863,135,772,136,471,124,0,12,0,12,282,77,0,12,0,12,19,27,0,12,19,27,91,56,66,49,0,12,0,12,0,12,0,12,11,11,14,17,14,17,0,12,863,135,772,136,91,56,16502
16500,15000US060730083362,1346,183,1203,167,978,142,0,12,22,31,144,58,0,12,0,12,59,45,7,10,52,40,143,70,136,70,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,1346,183,1203,167,143,70,16503
16501,15000US060730083371,1979,289,1893,279,1116,195,27,41,0,12,673,253,0,12,0,12,77,69,0,12,77,69,86,55,86,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1979,289,1893,279,86,55,16504
16502,15000US060730083372,1047,388,898,376,600,343,0,12,0,12,286,144,0,12,0,12,12,19,0,12,12,19,149,123,101,100,0,12,0,12,0,12,0,12,14,22,34,44,27,43,7,13,1047,388,898,376,149,123,16505
16503,15000US060730083373,1487,236,1351,241,1091,235,33,31,0,12,136,108,0,12,0,12,91,72,0,12,91,72,136,89,44,62,0,12,0,12,33,50,0,12,37,35,22,34,22,34,0,12,1487,236,1351,241,136,89,16506
16504,15000US060730083391,2106,219,1685,222,879,145,24,39,0,12,730,221,2,5,13,15,37,22,0,12,37,22,421,154,236,125,0,12,0,12,3,6,0,12,182,98,0,12,0,12,0,12,2106,219,1685,222,421,154,16507
16505,15000US060730083401,4266,696,4096,660,2195,668,628,336,0,12,1039,499,0,12,0,12,234,195,0,12,234,195,170,182,170,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4266,696,4096,660,170,182,16508
16506,15000US060730083402,393,288,377,282,85,85,48,71,0,12,226,262,0,12,0,12,18,31,0,12,18,31,16,24,0,12,0,12,0,12,0,12,0,12,16,24,0,12,0,12,0,12,393,288,377,282,16,24,16509
16507,15000US060730083403,2476,726,2337,736,848,487,63,73,0,12,1364,609,0,12,0,12,62,95,0,12,62,95,139,147,112,139,0,12,0,12,0,12,0,12,0,12,27,44,0,12,27,44,2476,726,2337,736,139,147,16510
16508,15000US060730083404,1860,512,1701,507,1149,348,19,32,0,12,458,360,0,12,0,12,75,73,0,12,75,73,159,154,159,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1860,512,1701,507,159,154,16511
16509,15000US060730083411,2301,386,2033,341,1302,308,21,36,34,62,610,227,0,12,15,25,51,45,0,12,51,45,268,150,174,143,0,12,0,12,0,12,0,12,94,63,0,12,0,12,0,12,2301,386,2033,341,268,150,16512
16510,15000US060730083412,5640,651,5255,679,2140,592,98,101,0,17,2782,537,0,17,19,31,216,156,0,17,216,156,385,307,369,307,0,17,0,17,0,17,0,17,16,26,0,17,0,17,0,17,5640,651,5255,679,385,307,16513
16511,15000US060730083431,2836,436,2129,361,1004,200,33,39,0,12,1058,368,19,30,0,12,15,17,0,12,15,17,707,388,441,361,0,12,0,12,0,12,0,12,266,236,0,12,0,12,0,12,2836,436,2129,361,707,388,16514
16512,15000US060730083432,1456,295,1257,236,566,169,0,12,0,12,643,207,0,12,0,12,48,69,21,34,27,36,199,140,184,135,0,12,0,12,0,12,0,12,0,12,15,26,0,12,15,26,1456,295,1257,236,199,140,16515
16513,15000US060730083433,914,174,733,164,257,94,0,12,0,12,390,169,0,12,10,15,76,86,0,12,76,86,181,94,181,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,914,174,733,164,181,94,16516
16514,15000US060730083441,1758,270,1561,271,1233,205,26,41,0,12,272,178,0,12,0,12,30,29,0,12,30,29,197,173,167,163,0,12,0,12,0,12,0,12,30,45,0,12,0,12,0,12,1758,270,1561,271,197,173,16517
16515,15000US060730083442,1765,269,1496,234,1187,241,37,57,0,12,181,63,15,23,0,12,76,52,0,12,76,52,269,154,215,158,0,12,0,12,0,12,0,12,28,26,26,39,0,12,26,39,1765,269,1496,234,269,154,16518
16516,15000US060730083451,1300,258,963,183,647,155,10,15,14,23,240,156,0,12,0,12,52,71,0,12,52,71,337,233,327,232,0,12,0,12,0,12,0,12,0,12,10,17,10,17,0,12,1300,258,963,183,337,233,16519
16517,15000US060730083452,1626,349,1400,319,1110,216,58,48,0,12,223,287,0,12,0,12,9,14,0,12,9,14,226,160,198,155,0,12,21,32,0,12,0,12,7,13,0,12,0,12,0,12,1626,349,1400,319,226,160,16520
16518,15000US060730083453,1182,310,895,158,647,147,52,63,0,12,147,81,0,12,0,12,49,58,0,12,49,58,287,226,255,222,0,12,0,12,0,12,0,12,21,25,11,18,11,18,0,12,1182,310,895,158,287,226,16521
16519,15000US060730083461,3081,329,2763,320,1485,259,28,31,0,12,1189,240,0,12,0,12,61,52,11,16,50,51,318,181,119,90,0,12,0,12,0,12,0,12,100,68,99,106,35,31,64,102,3081,329,2763,320,318,181,16522
16520,15000US060730083462,1940,293,1710,315,521,207,40,45,0,12,1089,271,12,19,0,12,48,47,0,12,48,47,230,203,218,201,0,12,0,12,0,12,12,18,0,12,0,12,0,12,0,12,1940,293,1710,315,230,203,16523
16521,15000US060730083471,3183,366,2403,331,887,220,96,82,0,12,1080,236,26,31,0,12,314,238,0,12,314,238,780,262,523,228,115,163,0,12,96,150,0,12,46,69,0,12,0,12,0,12,3183,366,2403,331,780,262,16524
16522,15000US060730083472,1662,377,1529,366,458,172,18,23,6,14,977,353,0,12,0,12,70,91,7,10,63,90,133,149,10,17,0,12,0,12,0,12,0,12,14,15,109,147,11,20,98,145,1662,377,1529,366,133,149,16525
16523,15000US060730083473,1374,270,1312,270,762,198,49,80,0,12,353,174,0,12,0,12,148,110,0,12,148,110,62,50,47,45,0,12,0,12,0,12,0,12,15,22,0,12,0,12,0,12,1374,270,1312,270,62,50,16526
16524,15000US060730083474,618,163,545,158,107,50,0,12,0,12,388,166,0,12,0,12,50,50,0,12,50,50,73,65,46,71,0,12,0,12,9,14,0,12,9,14,9,14,9,14,0,12,618,163,545,158,73,65,16527
16525,15000US060730083481,2176,353,2078,355,683,180,114,144,0,12,1226,314,0,12,0,12,55,56,0,12,55,56,98,76,52,57,0,12,0,12,0,12,0,12,16,26,30,48,10,17,20,32,2176,353,2078,355,98,76,16528
16526,15000US060730083482,1300,394,1026,278,420,176,0,12,0,12,532,239,0,12,0,12,74,80,0,12,74,80,274,251,274,251,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1300,394,1026,278,274,251,16529
16527,15000US060730083483,2360,381,2154,328,407,141,21,26,10,15,1659,354,14,21,0,12,43,42,0,12,43,42,206,178,67,70,0,12,0,12,0,12,0,12,118,139,21,35,21,35,0,12,2360,381,2154,328,206,178,16530
16528,15000US060730083491,1436,246,1188,202,518,163,35,29,0,12,601,233,0,12,0,12,34,33,0,12,34,33,248,168,247,167,0,12,0,12,0,12,0,12,0,12,1,6,1,6,0,12,1436,246,1188,202,248,168,16531
16529,15000US060730083492,2454,278,2241,259,545,169,84,69,0,12,1435,254,37,49,0,12,140,86,0,12,140,86,213,161,43,53,0,12,0,12,14,22,0,12,83,104,73,77,26,33,47,59,2454,278,2241,259,213,161,16532
16530,15000US060730083501,2464,507,2108,446,717,316,0,12,0,12,1325,404,0,12,16,26,50,83,0,12,50,83,356,243,356,243,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2464,507,2108,446,356,243,16533
16531,15000US060730083502,1193,401,1110,404,446,199,75,113,0,12,504,386,0,12,0,12,85,78,0,12,85,78,83,111,83,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1193,401,1110,404,83,111,16534
16532,15000US060730083503,924,259,857,267,346,130,0,12,0,12,478,276,0,12,15,24,18,30,0,12,18,30,67,83,67,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,924,259,857,267,67,83,16535
16533,15000US060730083504,1746,368,1685,384,443,177,39,63,0,12,1104,363,0,12,0,12,99,115,0,12,99,115,61,75,43,69,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,1746,368,1685,384,61,75,16536
16534,15000US060730083511,1355,270,1161,303,278,84,0,12,0,12,759,243,0,12,29,44,95,89,15,24,80,84,194,151,116,154,0,12,0,12,0,12,0,12,54,77,24,38,0,12,24,38,1355,270,1161,303,194,151,16537
16535,15000US060730083512,591,168,582,168,187,84,60,106,0,12,318,159,0,12,0,12,17,19,0,12,17,19,9,13,0,12,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,591,168,582,168,9,13,16538
16536,15000US060730083513,812,205,734,178,316,147,42,62,0,12,291,122,0,12,0,12,85,68,9,14,76,67,78,69,26,28,27,42,0,12,0,12,0,12,0,12,25,28,0,12,25,28,812,205,734,178,78,69,16539
16537,15000US060730083514,1495,264,1327,242,345,133,45,89,0,12,845,209,0,12,0,12,92,76,0,12,92,76,168,122,159,122,0,12,0,12,0,12,0,12,0,12,9,16,0,12,9,16,1495,264,1327,242,168,122,16540
16538,15000US060730083521,1179,334,915,341,250,85,22,35,0,12,482,303,0,12,0,12,161,133,0,12,161,133,264,263,22,42,0,12,0,12,0,12,0,12,242,256,0,12,0,12,0,12,1179,334,915,341,264,263,16541
16539,15000US060730083522,1749,469,1533,492,321,137,20,24,0,12,1146,570,5,9,0,12,41,42,9,13,32,40,216,128,138,97,23,37,0,12,0,12,0,12,46,67,9,14,9,14,0,12,1749,469,1533,492,216,128,16542
16540,15000US060730083523,1270,387,1079,373,192,106,68,81,0,12,710,381,0,12,0,12,109,101,0,12,109,101,191,172,9,15,20,32,0,12,0,12,0,12,151,162,11,18,11,18,0,12,1270,387,1079,373,191,172,16543
16541,15000US060730083531,1169,314,953,304,395,143,7,11,0,12,499,270,0,12,0,12,52,67,0,12,52,67,216,124,145,116,0,12,0,12,15,24,0,12,56,79,0,12,0,12,0,12,1169,314,953,304,216,124,16544
16542,15000US060730083532,3146,428,2817,425,884,176,118,116,0,12,1597,491,15,27,82,98,121,84,0,12,121,84,329,134,184,128,0,12,0,12,8,14,0,12,26,25,111,94,0,12,111,94,3146,428,2817,425,329,134,16545
16543,15000US060730083533,956,215,764,211,343,142,0,12,0,12,327,177,0,12,0,12,94,94,0,12,94,94,192,138,144,118,0,12,0,12,48,75,0,12,0,12,0,12,0,12,0,12,956,215,764,211,192,138,16546
16544,15000US060730083541,5381,684,4345,561,1148,340,684,412,0,17,1682,442,151,170,0,17,680,342,0,17,680,342,1036,596,392,243,69,87,0,17,0,17,0,17,502,532,73,101,60,100,13,27,5381,684,4345,561,1036,596,16547
16545,15000US060730083542,2322,446,2195,425,618,227,40,45,0,12,1467,388,0,12,0,12,70,66,0,12,70,66,127,96,99,98,0,12,0,12,0,12,0,12,28,34,0,12,0,12,0,12,2322,446,2195,425,127,96,16548
16546,15000US060730083551,1034,191,920,205,235,79,199,150,0,12,390,152,7,13,0,12,89,61,0,12,89,61,114,110,108,109,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,1034,191,920,205,114,110,16549
16547,15000US060730083552,2468,230,2306,226,513,119,212,149,0,12,1470,203,0,12,0,12,111,68,0,12,111,68,162,95,75,59,23,37,27,42,0,12,0,12,6,9,31,41,5,10,26,40,2468,230,2306,226,162,95,16550
16548,15000US060730083561,1864,302,1621,301,651,140,95,53,0,12,821,253,0,12,0,12,54,49,8,16,46,43,243,129,45,59,0,12,0,12,45,71,0,12,95,64,58,65,49,63,9,14,1864,302,1621,301,243,129,16551
16549,15000US060730083562,2380,407,2115,372,583,196,18,32,0,12,1309,353,8,13,0,12,197,137,0,12,197,137,265,147,151,113,0,12,0,12,0,12,0,12,114,110,0,12,0,12,0,12,2380,407,2115,372,265,147,16552
16550,15000US060730083571,1672,488,1570,504,516,163,4,5,0,12,1002,480,10,15,0,12,38,54,0,12,38,54,102,86,6,10,0,12,0,12,38,49,0,12,32,52,26,40,0,12,26,40,1672,488,1570,504,102,86,16553
16551,15000US060730083572,1714,525,1518,571,435,336,109,145,6,10,930,387,0,12,0,12,38,38,0,12,38,38,196,133,27,42,21,31,0,12,0,12,0,12,139,107,9,16,9,16,0,12,1714,525,1518,571,196,133,16554
16552,15000US060730083573,1963,355,1846,330,288,121,28,25,0,12,1253,278,107,139,0,12,170,113,38,40,132,106,117,100,43,42,0,12,58,88,10,17,0,12,6,10,0,12,0,12,0,12,1963,355,1846,330,117,100,16555
16553,15000US060730083581,2355,545,2143,508,391,243,55,67,44,56,1594,498,0,12,0,12,59,74,0,12,59,74,212,152,186,156,0,12,0,12,0,12,0,12,26,30,0,12,0,12,0,12,2355,545,2143,508,212,152,16556
16554,15000US060730083582,600,312,477,268,292,120,0,12,0,12,63,64,0,12,0,12,122,190,0,12,122,190,123,171,123,171,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,600,312,477,268,123,171,16557
16555,15000US060730083583,2657,568,2261,507,878,387,353,270,0,12,679,309,182,178,0,12,169,150,0,12,169,150,396,377,0,12,0,12,0,12,0,12,52,53,281,385,63,98,20,30,43,68,2657,568,2261,507,396,377,16558
16556,15000US060730083584,1865,552,1355,420,634,215,79,83,0,12,568,323,0,12,0,12,74,87,0,12,74,87,510,488,315,440,0,12,0,12,0,12,0,12,179,239,16,27,16,27,0,12,1865,552,1355,420,510,488,16559
16557,15000US060730083591,2328,346,1898,338,818,196,28,33,18,29,879,285,0,12,0,12,155,103,0,12,155,103,430,186,304,161,0,12,0,12,18,29,0,12,73,76,35,35,0,12,35,35,2328,346,1898,338,430,186,16560
16558,15000US060730083592,2331,361,1564,339,675,181,62,62,0,12,793,317,0,12,0,12,34,52,0,12,34,52,767,261,571,230,0,12,14,22,0,12,0,12,163,190,19,28,19,28,0,12,2331,361,1564,339,767,261,16561
16559,15000US060730083601,2363,612,1869,582,558,263,262,314,0,12,801,432,0,12,0,12,248,206,0,12,248,206,494,383,423,375,0,12,0,12,13,24,0,12,0,12,58,64,15,25,43,59,2363,612,1869,582,494,383,16562
16560,15000US060730083602,1411,450,1186,398,298,164,231,351,0,12,556,249,9,21,0,12,92,97,16,29,76,95,225,191,16,25,0,12,0,12,0,12,0,12,209,191,0,12,0,12,0,12,1411,450,1186,398,225,191,16563
16561,15000US060730083603,2710,526,2422,535,564,207,26,41,0,12,1667,467,0,12,0,12,165,155,0,12,165,155,288,162,217,148,0,12,0,12,0,12,0,12,35,40,36,60,36,60,0,12,2710,526,2422,535,288,162,16564
16562,15000US060730083611,1830,299,1660,287,1100,213,2,8,0,12,513,229,0,12,0,12,45,39,0,12,45,39,170,134,141,127,0,12,0,12,0,12,0,12,0,12,29,32,0,12,29,32,1830,299,1660,287,170,134,16565
16563,15000US060730083612,663,160,567,163,385,158,0,12,10,16,160,77,0,12,0,12,12,19,0,12,12,19,96,78,78,69,0,12,0,12,0,12,0,12,9,15,9,14,9,14,0,12,663,160,567,163,96,78,16566
16564,15000US060730083621,1262,237,1106,214,753,193,113,73,0,12,219,93,0,12,0,12,21,24,0,12,21,24,156,83,142,82,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,1262,237,1106,214,156,83,16567
16565,15000US060730083622,703,146,685,148,623,150,0,12,0,12,21,24,0,12,0,12,41,48,0,12,41,48,18,21,18,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,703,146,685,148,18,21,16568
16566,15000US060730083623,1396,237,1325,231,904,179,28,45,38,42,259,165,0,12,0,12,96,92,0,12,96,92,71,52,57,47,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,1396,237,1325,231,71,52,16569
16567,15000US060730083631,1114,301,951,244,447,257,0,12,0,12,504,225,0,12,0,12,0,12,0,12,0,12,163,177,163,177,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1114,301,951,244,163,177,16570
16568,15000US060730083632,2782,524,2556,507,760,231,88,145,33,54,1675,475,0,12,0,12,0,12,0,12,0,12,226,140,194,136,0,12,0,12,0,12,0,12,32,42,0,12,0,12,0,12,2782,524,2556,507,226,140,16571
16569,15000US060730083633,1731,535,1718,532,305,163,0,12,0,12,1304,603,0,12,0,12,109,181,109,181,0,12,13,21,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1731,535,1718,532,13,21,16572
16570,15000US060730083641,1349,347,1245,343,596,261,0,12,0,12,500,301,0,12,0,12,149,174,0,12,149,174,104,90,67,80,0,12,0,12,0,12,0,12,37,54,0,12,0,12,0,12,1349,347,1245,343,104,90,16573
16571,15000US060730083642,2415,482,2116,485,1155,372,16,26,15,24,841,344,0,12,0,12,89,78,17,28,72,72,299,173,235,168,0,12,0,12,0,12,0,12,48,44,16,26,0,12,16,26,2415,482,2116,485,299,173,16574
16572,15000US060730083643,2034,464,1979,463,837,334,21,35,0,12,1017,342,0,12,0,12,104,120,0,12,104,120,55,45,0,12,0,12,0,12,0,12,0,12,55,45,0,12,0,12,0,12,2034,464,1979,463,55,45,16575
16573,15000US060730083651,1992,227,1892,222,934,190,8,15,0,12,813,177,0,12,0,12,137,82,28,39,109,75,100,101,100,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1992,227,1892,222,100,101,16576
16574,15000US060730083652,1295,179,1242,184,664,144,24,23,0,12,516,146,0,12,0,12,38,33,0,12,38,33,53,34,17,24,16,21,0,12,13,19,0,12,7,10,0,12,0,12,0,12,1295,179,1242,184,53,34,16577
16575,15000US060730083661,7277,337,6596,302,3355,284,1,4,0,17,2836,305,0,17,0,17,404,180,37,38,367,172,681,210,491,194,66,96,0,17,67,70,0,17,13,19,44,57,0,17,44,57,7277,337,6596,302,681,210,16578
16576,15000US060730085011,1614,356,1164,273,1144,277,0,12,0,12,0,12,0,12,0,12,20,33,0,12,20,33,450,258,321,284,0,12,0,12,0,12,0,12,116,153,13,23,13,23,0,12,1614,356,1164,273,450,258,16579
16577,15000US060730085012,2095,482,1829,434,1726,415,0,12,0,12,41,61,0,12,35,61,27,48,0,12,27,48,266,275,266,275,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2095,482,1829,434,266,275,16580
16578,15000US060730085013,941,253,798,223,763,225,0,12,0,12,35,42,0,12,0,12,0,12,0,12,0,12,143,143,111,132,0,12,32,50,0,12,0,12,0,12,0,12,0,12,0,12,941,253,798,223,143,143,16581
16579,15000US060730085014,1026,286,877,191,521,153,3,9,0,12,127,68,0,12,0,12,226,108,0,12,226,108,149,184,145,184,0,12,0,12,0,12,0,12,4,9,0,12,0,12,0,12,1026,286,877,191,149,184,16582
16580,15000US060730085021,1356,258,1264,245,990,186,94,99,5,14,99,74,0,12,0,12,76,76,0,12,76,76,92,84,15,27,0,12,0,12,0,12,0,12,47,56,30,54,0,12,30,54,1356,258,1264,245,92,84,16583
16581,15000US060730085022,866,294,701,236,465,206,0,12,0,12,145,120,0,12,0,12,91,116,0,12,91,116,165,164,92,120,0,12,0,12,0,12,0,12,73,115,0,12,0,12,0,12,866,294,701,236,165,164,16584
16582,15000US060730085023,898,272,826,269,697,248,13,25,36,64,27,37,0,12,0,12,53,96,0,12,53,96,72,98,72,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,898,272,826,269,72,98,16585
16583,15000US060730085024,1176,293,971,257,757,215,22,30,0,12,148,125,0,12,35,58,9,18,0,12,9,18,205,169,84,96,0,12,0,12,0,12,0,12,107,143,14,23,14,23,0,12,1176,293,971,257,205,169,16586
16584,15000US060730085025,2028,447,1062,385,944,412,15,23,0,12,50,55,0,12,0,12,53,51,0,12,53,51,966,312,876,346,0,12,0,12,0,12,0,12,50,77,40,70,40,70,0,12,2028,447,1062,385,966,312,16587
16585,15000US060730085031,1696,319,1444,302,1294,278,36,42,0,12,61,71,0,12,0,12,53,62,0,12,53,62,252,139,96,68,0,12,0,12,0,12,0,12,64,73,92,102,19,30,73,90,1696,319,1444,302,252,139,16588
16586,15000US060730085032,1296,402,667,206,573,200,23,30,0,12,13,17,0,12,0,12,58,52,0,12,58,52,629,380,562,394,0,12,0,12,0,12,0,12,67,78,0,12,0,12,0,12,1296,402,667,206,629,380,16589
16587,15000US060730085033,2105,425,1477,298,1249,277,0,12,0,12,207,136,0,12,0,12,21,34,0,12,21,34,628,392,628,392,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2105,425,1477,298,628,392,16590
