OBJECTID,Short_Name,Full_Name
4859,C24010De10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Service occupations: Civilian employed Asian alone population 16 years and over -- (Estimate)
4860,C24010Dm10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Service occupations: Civilian employed Asian alone population 16 years and over -- (Margin of Error)
4861,C24010De11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Sales and office occupations: Civilian employed Asian alone population 16 years and over -- (Estimate)
4862,C24010Dm11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Sales and office occupations: Civilian employed Asian alone population 16 years and over -- (Margin of Error)
4863,C24010De12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed Asian alone population 16 years and over -- (Estimate)"
4864,C24010Dm12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed Asian alone population 16 years and over -- (Margin of Error)"
4865,C24010De13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Production, transportation, and material moving occupations: Civilian employed Asian alone population 16 years and over -- (Estimate)"
4866,C24010Dm13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Female: Production, transportation, and material moving occupations: Civilian employed Asian alone population 16 years and over -- (Margin of Error)"
4867,C24010Ee1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)
4868,C24010Em1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)
4869,C24010Ee2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)
4870,C24010Em2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)
4871,C24010Ee3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Management, business, science, and arts occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)"
4872,C24010Em3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Management, business, science, and arts occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)"
4873,C24010Ee4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Service occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)
4874,C24010Em4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Service occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)
4875,C24010Ee5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Sales and office occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)
4876,C24010Em5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Sales and office occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)
4877,C24010Ee6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Natural resources, construction, and maintenance occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)"
4878,C24010Em6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Natural resources, construction, and maintenance occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)"
4879,C24010Ee7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Production, transportation, and material moving occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)"
4880,C24010Em7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Male: Production, transportation, and material moving occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)"
4881,C24010Ee8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)
4882,C24010Em8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)
4883,C24010Ee9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Management, business, science, and arts occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)"
4884,C24010Em9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Management, business, science, and arts occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)"
4885,C24010Ee10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Service occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)
4886,C24010Em10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Service occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)
4887,C24010Ee11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Sales and office occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)
4888,C24010Em11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Sales and office occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)
4889,C24010Ee12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)"
4890,C24010Em12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)"
4891,C24010Ee13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Production, transportation, and material moving occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Estimate)"
4892,C24010Em13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Female: Production, transportation, and material moving occupations: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over -- (Margin of Error)"
4893,C24010Fe1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Total: Civilian employed Some other race alone population 16 years and over -- (Estimate)
4894,C24010Fm1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Total: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)
4895,C24010Fe2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Civilian employed Some other race alone population 16 years and over -- (Estimate)
4896,C24010Fm2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)
4897,C24010Fe3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Management, business, science, and arts occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)"
4898,C24010Fm3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Management, business, science, and arts occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)"
4899,C24010Fe4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Service occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)
4900,C24010Fm4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Service occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)
4901,C24010Fe5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Sales and office occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)
4902,C24010Fm5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Sales and office occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)
4903,C24010Fe6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Natural resources, construction, and maintenance occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)"
4904,C24010Fm6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Natural resources, construction, and maintenance occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)"
4905,C24010Fe7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Production, transportation, and material moving occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)"
4906,C24010Fm7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Male: Production, transportation, and material moving occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)"
4907,C24010Fe8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Civilian employed Some other race alone population 16 years and over -- (Estimate)
4908,C24010Fm8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)
4909,C24010Fe9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Management, business, science, and arts occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)"
4910,C24010Fm9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Management, business, science, and arts occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)"
4911,C24010Fe10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Service occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)
4912,C24010Fm10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Service occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)
4913,C24010Fe11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Sales and office occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)
4914,C24010Fm11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Sales and office occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)
4915,C24010Fe12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)"
4916,C24010Fm12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)"
4917,C24010Fe13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Production, transportation, and material moving occupations: Civilian employed Some other race alone population 16 years and over -- (Estimate)"
4918,C24010Fm13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE): Female: Production, transportation, and material moving occupations: Civilian employed Some other race alone population 16 years and over -- (Margin of Error)"
4919,C24010Ge1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Total: Civilian employed Two or more races population 16 years and over -- (Estimate)
4920,C24010Gm1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Total: Civilian employed Two or more races population 16 years and over -- (Margin of Error)
4921,C24010Ge2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Civilian employed Two or more races population 16 years and over -- (Estimate)
4922,C24010Gm2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Civilian employed Two or more races population 16 years and over -- (Margin of Error)
4923,C24010Ge3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Management, business, science, and arts occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)"
4924,C24010Gm3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Management, business, science, and arts occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)"
4925,C24010Ge4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Service occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)
4926,C24010Gm4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Service occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)
4927,C24010Ge5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Sales and office occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)
4928,C24010Gm5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Sales and office occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)
4929,C24010Ge6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Natural resources, construction, and maintenance occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)"
4930,C24010Gm6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Natural resources, construction, and maintenance occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)"
4931,C24010Ge7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Production, transportation, and material moving occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)"
4932,C24010Gm7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Male: Production, transportation, and material moving occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)"
4933,C24010Ge8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Civilian employed Two or more races population 16 years and over -- (Estimate)
4934,C24010Gm8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Civilian employed Two or more races population 16 years and over -- (Margin of Error)
4935,C24010Ge9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Management, business, science, and arts occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)"
4936,C24010Gm9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Management, business, science, and arts occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)"
4937,C24010Ge10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Service occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)
4938,C24010Gm10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Service occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)
4939,C24010Ge11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Sales and office occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)
4940,C24010Gm11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Sales and office occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)
4941,C24010Ge12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Natural resources, construction, and maintenance occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)"
4942,C24010Gm12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Natural resources, construction, and maintenance occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)"
4943,C24010Ge13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Production, transportation, and material moving occupations: Civilian employed Two or more races population 16 years and over -- (Estimate)"
4944,C24010Gm13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES): Female: Production, transportation, and material moving occupations: Civilian employed Two or more races population 16 years and over -- (Margin of Error)"
4945,C24010He1,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4946,C24010Hm1,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4947,C24010He2,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4948,C24010Hm2,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4949,C24010He3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Management, business, science, and arts occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4950,C24010Hm3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Management, business, science, and arts occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4951,C24010He4,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Service occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4952,C24010Hm4,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Service occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4953,C24010He5,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Sales and office occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4954,C24010Hm5,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Sales and office occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4955,C24010He6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Natural resources, construction, and maintenance occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4956,C24010Hm6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Natural resources, construction, and maintenance occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4957,C24010He7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Production, transportation, and material moving occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4958,C24010Hm7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Production, transportation, and material moving occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4959,C24010He8,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4960,C24010Hm8,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4961,C24010He9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Management, business, science, and arts occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4962,C24010Hm9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Management, business, science, and arts occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4963,C24010He10,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Service occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4964,C24010Hm10,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Service occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4965,C24010He11,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Sales and office occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
4966,C24010Hm11,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Sales and office occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Margin of Error)"
4967,C24010He12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Natural resources, construction, and maintenance occupations: Civilian employed White alone, not Hispanic or Latino population 16 years and over -- (Estimate)"
